,Player,year_start,year_end,Year,Salary
0,A.J. Bramlett,2000,2000,2000,118974
1,A.J. English,1991,1992,1991,275000
2,A.J. English,1991,1992,1992,325000
3,A.J. English,1991,1992,1993,406000
4,A.J. English,1991,1992,1994,150000
5,A.J. Guyton,2001,2003,2001,316969
6,A.J. Guyton,2001,2003,2002,465850
7,A.J. Guyton,2001,2003,2003,18748
8,A.J. Price,2010,2015,2010,457588
9,A.J. Price,2010,2015,2011,762195
10,A.J. Price,2010,2015,2012,854389
11,A.J. Price,2010,2015,2013,885120
12,A.J. Price,2010,2015,2014,947907
13,A.J. Price,2010,2015,2015,13761428148462552
14,A.J. Wynder,1991,1991,1991,30000
15,A.J. Wynder,1991,1991,1992,130000
16,A.J. Wynder,1991,1991,1993,140000
17,Aaron Brooks,2008,2018,2008,972720
18,Aaron Brooks,2008,2018,2009,1045560
19,Aaron Brooks,2008,2018,2010,1118520
20,Aaron Brooks,2008,2018,2011,2016692
21,Aaron Brooks,2008,2018,2013,3250000
22,Aaron Brooks,2008,2018,2014,947907
23,Aaron Brooks,2008,2018,2015,915243
24,Aaron Brooks,2008,2018,2016,2250000
25,Aaron Brooks,2008,2018,2017,2700000
26,Aaron Gordon,2015,2018,2015,3992040
27,Aaron Gordon,2015,2018,2016,4171680
28,Aaron Gordon,2015,2018,2017,4351320
29,Aaron Gray,2008,2014,2008,427163
30,Aaron Gray,2008,2014,2009,711517
31,Aaron Gray,2008,2014,2010,1000497
32,Aaron Gray,2008,2014,2011,1028840
33,Aaron Gray,2008,2014,2012,2500000
34,Aaron Gray,2008,2014,2013,2575000
35,Aaron Gray,2008,2014,2014,2690875
36,Aaron Gray,2008,2014,2015,1227985
37,Aaron Gray,2008,2014,2016,1356146
38,Aaron Harrison,2016,2017,2016,525093
39,Aaron Harrison,2016,2017,2017,874636
40,Aaron McKie,1995,2007,1995,650000
41,Aaron McKie,1995,2007,1996,845000
42,Aaron McKie,1995,2007,1997,1040000
43,Aaron McKie,1995,2007,1998,1235000
44,Aaron McKie,1995,2007,1999,1430000
45,Aaron McKie,1995,2007,2000,1624000
46,Aaron McKie,1995,2007,2001,1818000
47,Aaron McKie,1995,2007,2002,4000000
48,Aaron McKie,1995,2007,2003,4500000
49,Aaron McKie,1995,2007,2004,5000000
50,Aaron McKie,1995,2007,2005,5500000
51,Aaron McKie,1995,2007,2006,25000006000000
52,Aaron McKie,1995,2007,2007,25000005570874
53,Aaron McKie,1995,2007,2008,7500007000000
54,Aaron Miles,2006,2006,2006,155614
55,Aaron Swinson,1995,1995,1995,102424
56,Aaron Williams,1994,2008,1995,150000
57,Aaron Williams,1994,2008,1997,169000
58,Aaron Williams,1994,2008,1998,500000
59,Aaron Williams,1994,2008,1999,575000
60,Aaron Williams,1994,2008,2000,1100000
61,Aaron Williams,1994,2008,2001,2250000
62,Aaron Williams,1994,2008,2002,2475000
63,Aaron Williams,1994,2008,2003,2700000
64,Aaron Williams,1994,2008,2004,2925000
65,Aaron Williams,1994,2008,2005,3790257
66,Aaron Williams,1994,2008,2006,3375000
67,Aaron Williams,1994,2008,2007,1750000
68,Aaron Williams,1994,2008,2008,1890000
69,Acie Earl,1994,1997,1994,650000
70,Acie Earl,1994,1997,1995,845000
71,Acie Earl,1994,1997,1996,1040000
72,Acie Earl,1994,1997,1997,1235000
73,Acie Earl,1994,1997,1998,1430000
74,Acie Law,2008,2011,2008,1927080
75,Acie Law,2008,2011,2009,2071680
76,Acie Law,2008,2011,2010,2216160
77,Acie Law,2008,2011,2011,656030203057
78,Adam Harrington,2003,2003,2003,140636
79,Adam Keefe,1993,2001,1993,1000000
80,Adam Keefe,1993,2001,1994,1200000
81,Adam Keefe,1993,2001,1995,1500000
82,Adam Keefe,1993,2001,1996,1650000
83,Adam Keefe,1993,2001,1997,1950000
84,Adam Keefe,1993,2001,1998,2300000
85,Adam Keefe,1993,2001,1999,2650000
86,Adam Keefe,1993,2001,2000,3000000
87,Adam Keefe,1993,2001,2001,3390000
88,Adam Morrison,2007,2010,2007,3616680
89,Adam Morrison,2007,2010,2008,3887880
90,Adam Morrison,2007,2010,2009,4159200
91,Adam Morrison,2007,2010,2010,5257229
92,Adonal Foyle,1998,2009,1998,1495000
93,Adonal Foyle,1998,2009,1999,1701000
94,Adonal Foyle,1998,2009,2000,1922520
95,Adonal Foyle,1998,2009,2001,3580000
96,Adonal Foyle,1998,2009,2002,4400000
97,Adonal Foyle,1998,2009,2003,4400000
98,Adonal Foyle,1998,2009,2004,4400000
99,Adonal Foyle,1998,2009,2005,6500000
100,Adonal Foyle,1998,2009,2006,7312500
101,Adonal Foyle,1998,2009,2007,8125000
102,Adonal Foyle,1998,2009,2008,89375001219590
103,Adonal Foyle,1998,2009,2009,68000001262275
104,Adonal Foyle,1998,2009,2010,1306455
105,Adonis Jordan,1994,1999,1999,350000
106,Adonis Thomas,2014,2014,2014,2883457668
107,Adreian Payne,2015,2018,2015,1855320
108,Adreian Payne,2015,2018,2016,1938840
109,Adreian Payne,2015,2018,2017,2022240
110,Adrian Griffin,2000,2008,2000,385000
111,Adrian Griffin,2000,2008,2001,498500
112,Adrian Griffin,2000,2008,2002,565850
113,Adrian Griffin,2000,2008,2003,637435
114,Adrian Griffin,2000,2008,2004,751179
115,Adrian Griffin,2000,2008,2005,870046
116,Adrian Griffin,2000,2008,2006,768718
117,Adrian Griffin,2000,2008,2007,1475000
118,Adrian Griffin,2000,2008,2008,1593000
119,Adrian Griffin,2000,2008,2009,1711000
120,Al Harrington,1999,2014,1999,543000
121,Al Harrington,1999,2014,2000,745800
122,Al Harrington,1999,2014,2001,797880
123,Al Harrington,1999,2014,2002,1436982
124,Al Harrington,1999,2014,2003,5060000
125,Al Harrington,1999,2014,2004,5692500
126,Al Harrington,1999,2014,2005,6325000
127,Al Harrington,1999,2014,2006,6957500
128,Al Harrington,1999,2014,2007,7625000
129,Al Harrington,1999,2014,2008,8425625
130,Al Harrington,1999,2014,2009,9226250
131,Al Harrington,1999,2014,2010,10026875
132,Al Harrington,1999,2014,2011,5765000
133,Al Harrington,1999,2014,2012,6226200
134,Al Harrington,1999,2014,2013,6687400
135,Al Harrington,1999,2014,2014,13995077148600
136,Al Harrington,1999,2014,2015,7609800
137,Al Horford,2008,2018,2008,3745800
138,Al Horford,2008,2018,2009,4026720
139,Al Horford,2008,2018,2010,4307640
140,Al Horford,2008,2018,2011,5444857
141,Al Horford,2008,2018,2012,12000000
142,Al Horford,2008,2018,2013,12000000
143,Al Horford,2008,2018,2014,12000000
144,Al Horford,2008,2018,2015,12000000
145,Al Horford,2008,2018,2016,12000000
146,Al Horford,2008,2018,2017,26540100
147,Al Jefferson,2005,2018,2005,1407240
148,Al Jefferson,2005,2018,2006,1512840
149,Al Jefferson,2005,2018,2007,1618320
150,Al Jefferson,2005,2018,2008,2480885
151,Al Jefferson,2005,2018,2009,11000000
152,Al Jefferson,2005,2018,2010,12000000
153,Al Jefferson,2005,2018,2011,13000000
154,Al Jefferson,2005,2018,2012,14000000
155,Al Jefferson,2005,2018,2013,15000000
156,Al Jefferson,2005,2018,2014,13500000
157,Al Jefferson,2005,2018,2015,13500000
158,Al Jefferson,2005,2018,2016,13500000
159,Al Jefferson,2005,2018,2017,10230179
160,Al Thornton,2008,2011,2008,1652280
161,Al Thornton,2008,2011,2009,1776240
162,Al Thornton,2008,2011,2010,1900200
163,Al Thornton,2008,2011,2011,2814196
164,Al-Farouq Aminu,2011,2018,2011,2563320
165,Al-Farouq Aminu,2011,2018,2012,2755560
166,Al-Farouq Aminu,2011,2018,2013,2947800
167,Al-Farouq Aminu,2011,2018,2014,3749602
168,Al-Farouq Aminu,2011,2018,2015,981084
169,Al-Farouq Aminu,2011,2018,2016,8042895
170,Al-Farouq Aminu,2011,2018,2017,7680965
171,Alaa Abdelnaby,1991,1995,1991,395000
172,Alaa Abdelnaby,1991,1995,1992,494000
173,Alaa Abdelnaby,1991,1995,1993,500000
174,Alaa Abdelnaby,1991,1995,1994,805000
175,Alaa Abdelnaby,1991,1995,1995,650000
176,Alan Anderson,2006,2017,2006,398762
177,Alan Anderson,2006,2017,2007,102131
178,Alan Anderson,2006,2017,2013,885120
179,Alan Anderson,2006,2017,2014,947907
180,Alan Anderson,2006,2017,2015,1276061
181,Alan Anderson,2006,2017,2016,4000000
182,Alan Anderson,2006,2017,2017,1315448
183,Alan Henderson,1996,2007,1996,791000
184,Alan Henderson,1996,2007,1997,910000
185,Alan Henderson,1996,2007,1998,1028400
186,Alan Henderson,1996,2007,1999,4725000
187,Alan Henderson,1996,2007,2000,5318437
188,Alan Henderson,1996,2007,2001,5910000
189,Alan Henderson,1996,2007,2002,6500312
190,Alan Henderson,1996,2007,2003,7091250
191,Alan Henderson,1996,2007,2004,7682188
192,Alan Henderson,1996,2007,2005,8273125
193,Alan Henderson,1996,2007,2006,1138500
194,Alan Henderson,1996,2007,2007,1178348
195,Alan Ogg,1991,1993,1991,130000
196,Alan Ogg,1991,1993,1992,202000
197,Alan Williams,2016,2017,2016,108747
198,Alan Williams,2016,2017,2017,874636
199,Alando Tucker,2008,2010,2008,931920
200,Alando Tucker,2008,2010,2009,1001880
201,Alando Tucker,2008,2010,2010,1071720
202,Alec Burks,2012,2018,2012,2020200
203,Alec Burks,2012,2018,2013,2171640
204,Alec Burks,2012,2018,2014,2323200
205,Alec Burks,2012,2018,2015,3201730
206,Alec Burks,2012,2018,2016,9213484
207,Alec Burks,2012,2018,2017,10154495
208,Alec Kessler,1991,1994,1991,1600000
209,Alec Kessler,1991,1994,1992,1122000
210,Alec Kessler,1991,1994,1993,762000
211,Alec Kessler,1991,1994,1994,922000
212,Alec Kessler,1991,1994,1995,1402000
213,Alec Kessler,1991,1994,1996,1600000
214,Aleksandar Radojevic,2000,2005,2000,1325760
215,Aleksandar Radojevic,2000,2005,2001,1425120
216,Aleksandar Radojevic,2000,2005,2002,1524600
217,Aleksandar Radojevic,2000,2005,2005,720046
218,Alex Abrines,2017,2018,2017,5994764
219,Alex Acker,2006,2009,2006,398762
220,Alex Acker,2006,2009,2007,839209
221,Alex Acker,2006,2009,2009,711517
222,Alex Blackwell,1993,1993,1993,140000
223,Alex Caruso,2018,2018,2017,50000
224,Alex Garcia,2004,2005,2004,366931
225,Alex Garcia,2004,2005,2005,620046
226,Alex Kirk,2015,2015,2015,211887
227,Alex Len,2014,2018,2014,3492720
228,Alex Len,2014,2018,2015,3469920
229,Alex Len,2014,2018,2016,3807120
230,Alex Len,2014,2018,2017,4823621
231,Alex Poythress,2017,2018,2017,35381
232,Alex Scales,2006,2006,2006,24315
233,Alex Stepheson,2016,2016,2016,3107162141
234,Alexander Johnson,2007,2008,2007,412718
235,Alexander Johnson,2007,2008,2008,687456
236,Alexey Shved,2013,2015,2013,2934610
237,Alexey Shved,2013,2015,2014,3150000
238,Alexey Shved,2013,2015,2015,3198723
239,Alexis Ajinca,2009,2017,2009,1276320
240,Alexis Ajinca,2009,2017,2010,1372080
241,Alexis Ajinca,2009,2017,2011,1467840
242,Alexis Ajinca,2009,2017,2014,630492
243,Alexis Ajinca,2009,2017,2015,981084
244,Alexis Ajinca,2009,2017,2016,4539607
245,Alexis Ajinca,2009,2017,2017,4638203
246,Allan Houston,1994,2005,1994,736000
247,Allan Houston,1994,2005,1995,956000
248,Allan Houston,1994,2005,1996,1177000
249,Allan Houston,1994,2005,1997,5000000
250,Allan Houston,1994,2005,1998,6000000
251,Allan Houston,1994,2005,1999,7000000
252,Allan Houston,1994,2005,2000,8000000
253,Allan Houston,1994,2005,2001,9000000
254,Allan Houston,1994,2005,2002,12750000
255,Allan Houston,1994,2005,2003,14343750
256,Allan Houston,1994,2005,2004,15937500
257,Allan Houston,1994,2005,2005,17531250
258,Allan Houston,1994,2005,2006,19125000
259,Allan Ray,2007,2007,2007,412718
260,Allen Crabbe,2014,2018,2014,825000
261,Allen Crabbe,2014,2018,2015,862000
262,Allen Crabbe,2014,2018,2016,947276
263,Allen Crabbe,2014,2018,2017,18500000
264,Allen Iverson,1997,2010,1997,2267000
265,Allen Iverson,1997,2010,1998,3128640
266,Allen Iverson,1997,2010,1999,3537000
267,Allen Iverson,1997,2010,2000,9000000
268,Allen Iverson,1997,2010,2001,10130000
269,Allen Iverson,1997,2010,2002,11250000
270,Allen Iverson,1997,2010,2003,12375000
271,Allen Iverson,1997,2010,2004,13500000
272,Allen Iverson,1997,2010,2005,14625000
273,Allen Iverson,1997,2010,2006,16453125
274,Allen Iverson,1997,2010,2007,17184375
275,Allen Iverson,1997,2010,2008,19012500
276,Allen Iverson,1997,2010,2009,20840625
277,Allen Iverson,1997,2010,2010,1613861029794
278,Alonzo Gee,2010,2017,2011,47973512553876219
279,Alonzo Gee,2010,2017,2012,854389
280,Alonzo Gee,2010,2017,2013,3500000
281,Alonzo Gee,2010,2017,2014,3250000
282,Alonzo Gee,2010,2017,2015,1063384
283,Alonzo Gee,2010,2017,2016,1320000
284,Alonzo Gee,2010,2017,2017,1400000
285,Alonzo Mourning,1993,2008,1993,2400000
286,Alonzo Mourning,1993,2008,1994,3120000
287,Alonzo Mourning,1993,2008,1995,3840000
288,Alonzo Mourning,1993,2008,1996,4560000
289,Alonzo Mourning,1993,2008,1997,9380000
290,Alonzo Mourning,1993,2008,1998,11254800
291,Alonzo Mourning,1993,2008,1999,13130000
292,Alonzo Mourning,1993,2008,2000,15004800
293,Alonzo Mourning,1993,2008,2001,16880000
294,Alonzo Mourning,1993,2008,2002,18754800
295,Alonzo Mourning,1993,2008,2003,20629800
296,Alonzo Mourning,1993,2008,2004,4917000
297,Alonzo Mourning,1993,2008,2005,5408700
298,Alonzo Mourning,1993,2008,2006,11385004000000
299,Alonzo Mourning,1993,2008,2007,25000004225433
300,Alonzo Mourning,1993,2008,2008,2762500
301,Alton Ford,2002,2004,2002,332817
302,Alton Ford,2002,2004,2003,512435
303,Alton Ford,2002,2004,2004,586082
304,Alvin Heggs,1996,1996,1996,200000
305,Alvin Jones,2002,2002,2002,332817
306,Amal McCaskill,1997,2004,1997,220000
307,Amal McCaskill,1997,2004,1998,20700
308,Amal McCaskill,1997,2004,2000,485000
309,Amal McCaskill,1997,2004,2002,465850
310,Amal McCaskill,1997,2004,2003,143277699935
311,Amal McCaskill,1997,2004,2004,688679
312,Amal McCaskill,1997,2004,2005,932546
313,Amar'e Stoudemire,2003,2016,2003,1767120
314,Amar'e Stoudemire,2003,2016,2004,1899720
315,Amar'e Stoudemire,2003,2016,2005,2032200
316,Amar'e Stoudemire,2003,2016,2006,2589023
317,Amar'e Stoudemire,2003,2016,2007,12455000
318,Amar'e Stoudemire,2003,2016,2008,13762775
319,Amar'e Stoudemire,2003,2016,2009,15070550
320,Amar'e Stoudemire,2003,2016,2010,16378325
321,Amar'e Stoudemire,2003,2016,2011,16486611
322,Amar'e Stoudemire,2003,2016,2012,18217705
323,Amar'e Stoudemire,2003,2016,2013,19948799
324,Amar'e Stoudemire,2003,2016,2014,21679893
325,Amar'e Stoudemire,2003,2016,2015,47715021410988
326,Amar'e Stoudemire,2003,2016,2016,1499187
327,Amir Johnson,2006,2018,2006,398762
328,Amir Johnson,2006,2018,2007,664209
329,Amir Johnson,2006,2018,2008,3666666
330,Amir Johnson,2006,2018,2009,3666667
331,Amir Johnson,2006,2018,2010,3666666
332,Amir Johnson,2006,2018,2011,5000000
333,Amir Johnson,2006,2018,2012,5500000
334,Amir Johnson,2006,2018,2013,6000000
335,Amir Johnson,2006,2018,2014,6500000
336,Amir Johnson,2006,2018,2015,7000000
337,Amir Johnson,2006,2018,2016,12000000
338,Amir Johnson,2006,2018,2017,12000000
339,Anderson Varejao,2005,2017,2005,788000
340,Anderson Varejao,2005,2017,2006,866800
341,Anderson Varejao,2005,2017,2007,945600
342,Anderson Varejao,2005,2017,2008,5356000
343,Anderson Varejao,2005,2017,2009,5784480
344,Anderson Varejao,2005,2017,2010,6300000
345,Anderson Varejao,2005,2017,2011,7281818
346,Anderson Varejao,2005,2017,2012,7700000
347,Anderson Varejao,2005,2017,2013,8368182
348,Anderson Varejao,2005,2017,2014,9036364
349,Anderson Varejao,2005,2017,2015,9800000
350,Anderson Varejao,2005,2017,2016,44354610258800
351,Anderson Varejao,2005,2017,2017,15516591984005
352,Andrae Patterson,1999,2000,1999,287500
353,Andrae Patterson,1999,2000,2000,385000
354,Andrae Patterson,1999,2000,2001,498500
355,Andray Blatche,2006,2014,2006,398762
356,Andray Blatche,2006,2014,2007,664209
357,Andray Blatche,2006,2014,2008,2470000
358,Andray Blatche,2006,2014,2009,2739669
359,Andray Blatche,2006,2014,2010,3000000
360,Andray Blatche,2006,2014,2011,5900000
361,Andray Blatche,2006,2014,2012,6442083
362,Andray Blatche,2006,2014,2013,11463377118502
363,Andray Blatche,2006,2014,2014,13756047794921
364,Andray Blatche,2006,2014,2015,8471339
365,Andre Barrett,2005,2008,2005,385277
366,Andre Barrett,2005,2008,2007,744551
367,Andre Brown,2007,2009,2007,241591
368,Andre Brown,2007,2009,2008,711517
369,Andre Brown,2007,2009,2009,107908
370,Andre Dawkins,2015,2015,2015,59687208903
371,Andre Drummond,2013,2018,2013,2356320
372,Andre Drummond,2013,2018,2014,2462400
373,Andre Drummond,2013,2018,2015,2568360
374,Andre Drummond,2013,2018,2016,3272091
375,Andre Drummond,2013,2018,2017,22116750
376,Andre Emmett,2005,2012,2005,385277
377,Andre Emmett,2005,2012,2006,641748
378,Andre Emmett,2005,2012,2012,61433
379,Andre Iguodala,2005,2018,2005,1914480
380,Andre Iguodala,2005,2018,2006,2058000
381,Andre Iguodala,2005,2018,2007,2201640
382,Andre Iguodala,2005,2018,2008,2804889
383,Andre Iguodala,2005,2018,2009,11300000
384,Andre Iguodala,2005,2018,2010,12200000
385,Andre Iguodala,2005,2018,2011,12345250
386,Andre Iguodala,2005,2018,2012,13531750
387,Andre Iguodala,2005,2018,2013,14968250
388,Andre Iguodala,2005,2018,2014,12868632
389,Andre Iguodala,2005,2018,2015,12289544
390,Andre Iguodala,2005,2018,2016,11710456
391,Andre Iguodala,2005,2018,2017,11131368
392,Andre Miller,2000,2016,2000,1682280
393,Andre Miller,2000,2016,2001,1808400
394,Andre Miller,2000,2016,2002,1934520
395,Andre Miller,2000,2016,2003,2460709
396,Andre Miller,2000,2016,2004,8000000
397,Andre Miller,2000,2016,2005,7366667
398,Andre Miller,2000,2016,2006,8100000
399,Andre Miller,2000,2016,2007,8733333
400,Andre Miller,2000,2016,2008,9366666
401,Andre Miller,2000,2016,2009,10333334
402,Andre Miller,2000,2016,2010,6730800
403,Andre Miller,2000,2016,2011,7269264
404,Andre Miller,2000,2016,2012,7807728
405,Andre Miller,2000,2016,2013,5000000
406,Andre Miller,2000,2016,2014,5000000
407,Andre Miller,2000,2016,2015,4650000
408,Andre Miller,2000,2016,2016,3814501499187
409,Andre Owens,2006,2008,2006,398762
410,Andre Owens,2006,2008,2007,676800
411,Andre Owens,2006,2008,2008,687456
412,Andre Roberson,2014,2018,2014,1110840
413,Andre Roberson,2014,2018,2015,1160880
414,Andre Roberson,2014,2018,2016,1210800
415,Andre Roberson,2014,2018,2017,2183072
416,Andre Spencer,1993,1994,1994,250000
417,Andrea Bargnani,2007,2016,2007,4501200
418,Andrea Bargnani,2007,2016,2008,4838880
419,Andrea Bargnani,2007,2016,2009,5176440
420,Andrea Bargnani,2007,2016,2010,6527491
421,Andrea Bargnani,2007,2016,2011,8500000
422,Andrea Bargnani,2007,2016,2012,9250000
423,Andrea Bargnani,2007,2016,2013,10000000
424,Andrea Bargnani,2007,2016,2014,11862500
425,Andrea Bargnani,2007,2016,2015,11500000
426,Andrea Bargnani,2007,2016,2016,1362897
427,Andrea Bargnani,2007,2016,2017,323599
428,Andreas Glyniadakis,2007,2007,2007,161061
429,Andrei Kirilenko,2002,2015,2000,632400
430,Andrei Kirilenko,2002,2015,2002,831120
431,Andrei Kirilenko,2002,2015,2003,893400
432,Andrei Kirilenko,2002,2015,2004,955800
433,Andrei Kirilenko,2002,2015,2005,1671694
434,Andrei Kirilenko,2002,2015,2006,10983000
435,Andrei Kirilenko,2002,2015,2007,12364000
436,Andrei Kirilenko,2002,2015,2008,13735000
437,Andrei Kirilenko,2002,2015,2009,15106000
438,Andrei Kirilenko,2002,2015,2010,16452000
439,Andrei Kirilenko,2002,2015,2011,17823000
440,Andrei Kirilenko,2002,2015,2013,9779349
441,Andrei Kirilenko,2002,2015,2014,3183000
442,Andrei Kirilenko,2002,2015,2015,3326235
443,Andres Guibert,1994,1995,1995,175000
444,Andres Nocioni,2005,2012,2005,2525000
445,Andres Nocioni,2005,2012,2006,2775000
446,Andres Nocioni,2005,2012,2007,3950000
447,Andres Nocioni,2005,2012,2008,8500000
448,Andres Nocioni,2005,2012,2009,8000000
449,Andres Nocioni,2005,2012,2010,7500000
450,Andres Nocioni,2005,2012,2011,6850000
451,Andres Nocioni,2005,2012,2012,6650000
452,Andrew Bogut,2006,2018,2006,4340520
453,Andrew Bogut,2006,2018,2007,4665960
454,Andrew Bogut,2006,2018,2008,4991520
455,Andrew Bogut,2006,2018,2009,6294310
456,Andrew Bogut,2006,2018,2010,10000000
457,Andrew Bogut,2006,2018,2011,11000000
458,Andrew Bogut,2006,2018,2012,12000000
459,Andrew Bogut,2006,2018,2013,13000000
460,Andrew Bogut,2006,2018,2014,14000000
461,Andrew Bogut,2006,2018,2015,12972973
462,Andrew Bogut,2006,2018,2016,13800000
463,Andrew Bogut,2006,2018,2017,11027027
464,Andrew Bynum,2006,2014,2006,1888680
465,Andrew Bynum,2006,2014,2007,2030280
466,Andrew Bynum,2006,2014,2008,2172000
467,Andrew Bynum,2006,2014,2009,2769300
468,Andrew Bynum,2006,2014,2010,12526998
469,Andrew Bynum,2006,2014,2011,13700000
470,Andrew Bynum,2006,2014,2012,14900000
471,Andrew Bynum,2006,2014,2013,16889000
472,Andrew Bynum,2006,2014,2014,10000006000000
473,Andrew DeClercq,1996,2005,1996,230000
474,Andrew DeClercq,1996,2005,1997,276000
475,Andrew DeClercq,1996,2005,1998,1200000
476,Andrew DeClercq,1996,2005,1999,1440000
477,Andrew DeClercq,1996,2005,2000,1680000
478,Andrew DeClercq,1996,2005,2001,1920000
479,Andrew DeClercq,1996,2005,2002,2900000
480,Andrew DeClercq,1996,2005,2003,3262500
481,Andrew DeClercq,1996,2005,2004,2500000
482,Andrew DeClercq,1996,2005,2005,2500000
483,Andrew Gaze,1994,1999,1999,350000
484,Andrew Gaze,1994,1999,2000,460000
485,Andrew Goudelock,2012,2016,2012,473604
486,Andrew Goudelock,2012,2016,2016,196181
487,Andrew Harrison,2017,2018,2017,945000
488,Andrew Nicholson,2013,2017,2013,1418160
489,Andrew Nicholson,2013,2017,2014,1482000
490,Andrew Nicholson,2013,2017,2015,1545840
491,Andrew Nicholson,2013,2017,2016,2380594
492,Andrew Nicholson,2013,2017,2017,6088993
493,Andrew Wiggins,2015,2018,2015,5510640
494,Andrew Wiggins,2015,2018,2016,5758680
495,Andrew Wiggins,2015,2018,2017,6006600
496,Andris Biedrins,2005,2014,2005,1727760
497,Andris Biedrins,2005,2014,2006,1857360
498,Andris Biedrins,2005,2014,2007,1986960
499,Andris Biedrins,2005,2014,2008,2636696
500,Andris Biedrins,2005,2014,2009,9000000
501,Andris Biedrins,2005,2014,2010,9000000
502,Andris Biedrins,2005,2014,2011,9000000
503,Andris Biedrins,2005,2014,2012,9000000
504,Andris Biedrins,2005,2014,2013,9000000
505,Andris Biedrins,2005,2014,2014,9000000
506,Andy Panko,2001,2001,2000,5000
507,Andy Rautins,2011,2011,2011,600000
508,Andy Rautins,2011,2011,2012,788872
509,Andy Toolson,1991,1996,1991,120000
510,Andy Toolson,1991,1996,1992,250000
511,Andy Toolson,1991,1996,1996,310000
512,Anfernee Hardaway,1994,2008,1994,1244000
513,Anfernee Hardaway,1994,2008,1995,4305000
514,Anfernee Hardaway,1994,2008,1996,5230000
515,Anfernee Hardaway,1994,2008,1997,6655000
516,Anfernee Hardaway,1994,2008,1998,7580000
517,Anfernee Hardaway,1994,2008,1999,8505000
518,Anfernee Hardaway,1994,2008,2000,9000000
519,Anfernee Hardaway,1994,2008,2001,10130000
520,Anfernee Hardaway,1994,2008,2002,11250000
521,Anfernee Hardaway,1994,2008,2003,12375000
522,Anfernee Hardaway,1994,2008,2004,13500000
523,Anfernee Hardaway,1994,2008,2005,14625000
524,Anfernee Hardaway,1994,2008,2006,15750000
525,Anfernee Hardaway,1994,2008,2008,320142
526,Ansu Sesay,2002,2005,1999,287500
527,Ansu Sesay,2002,2005,2000,535000
528,Ansu Sesay,2002,2005,2001,508000
529,Ansu Sesay,2002,2005,2003,612435
530,Ansu Sesay,2002,2005,2004,688679
531,Ansu Sesay,2002,2005,2005,745046
532,Antawn Jamison,1999,2014,1999,1940000
533,Antawn Jamison,1999,2014,2000,2503800
534,Antawn Jamison,1999,2014,2001,2678400
535,Antawn Jamison,1999,2014,2002,3388176
536,Antawn Jamison,1999,2014,2003,10067750
537,Antawn Jamison,1999,2014,2004,11326219
538,Antawn Jamison,1999,2014,2005,12584688
539,Antawn Jamison,1999,2014,2006,13843156
540,Antawn Jamison,1999,2014,2007,15101625
541,Antawn Jamison,1999,2014,2008,16360094
542,Antawn Jamison,1999,2014,2009,9923285
543,Antawn Jamison,1999,2014,2010,11641095
544,Antawn Jamison,1999,2014,2011,13358905
545,Antawn Jamison,1999,2014,2012,15076715
546,Antawn Jamison,1999,2014,2013,1352181
547,Antawn Jamison,1999,2014,2014,1399507
548,Anthony Avent,1993,2000,1993,500000
549,Anthony Avent,1993,2000,1994,650000
550,Anthony Avent,1993,2000,1995,800000
551,Anthony Avent,1993,2000,1996,950000
552,Anthony Avent,1993,2000,2000,510000
553,Anthony Bennett,2014,2017,2014,5324280
554,Anthony Bennett,2014,2017,2015,5563920
555,Anthony Bennett,2014,2017,2016,9472764836300
556,Anthony Bennett,2014,2017,2017,1015696
557,Anthony Bonner,1991,1996,1992,568000
558,Anthony Bonner,1991,1996,1993,763000
559,Anthony Bonner,1991,1996,1994,650000
560,Anthony Bonner,1991,1996,1995,845000
561,Anthony Bonner,1991,1996,1996,1690000
562,Anthony Brown,2016,2017,2016,700000
563,Anthony Brown,2016,2017,2017,874636
564,Anthony Carter,2000,2012,2000,385000
565,Anthony Carter,2000,2012,2001,1200000
566,Anthony Carter,2000,2012,2002,3250000
567,Anthony Carter,2000,2012,2003,3656250
568,Anthony Carter,2000,2012,2004,751179
569,Anthony Carter,2000,2012,2005,807546
570,Anthony Carter,2000,2012,2006,900498
571,Anthony Carter,2000,2012,2008,1103225
572,Anthony Carter,2000,2012,2009,1147533
573,Anthony Carter,2000,2012,2010,1306455
574,Anthony Carter,2000,2012,2011,1352181
575,Anthony Carter,2000,2012,2012,1352181
576,Anthony Cook,1991,1996,1991,370000
577,Anthony Cook,1991,1996,1992,480000
578,Anthony Cook,1991,1996,1993,570000
579,Anthony Cook,1991,1996,1994,650000
580,Anthony Cook,1991,1996,1996,225000
581,Anthony Davis,2013,2018,2013,5144280
582,Anthony Davis,2013,2018,2014,5375760
583,Anthony Davis,2013,2018,2015,5607240
584,Anthony Davis,2013,2018,2016,7070730
585,Anthony Davis,2013,2018,2017,22116750
586,Anthony Goldwire,1996,2006,1997,250000
587,Anthony Goldwire,1996,2006,1998,330000
588,Anthony Goldwire,1996,2006,2003,139925
589,Anthony Goldwire,1996,2006,2005,116713
590,Anthony Goldwire,1996,2006,2006,74652
591,Anthony Johnson,1998,2010,1998,242000
592,Anthony Johnson,1998,2010,1999,1000000
593,Anthony Johnson,1998,2010,2000,1100000
594,Anthony Johnson,1998,2010,2001,1200000
595,Anthony Johnson,1998,2010,2003,699935
596,Anthony Johnson,1998,2010,2004,813679
