,Player,year_start,year_end,Year,Salary
2201,Dan Gadzuric,2003,2012,2007,5252065
2202,Dan Gadzuric,2003,2012,2008,5751130
2203,Dan Gadzuric,2003,2012,2009,6250195
2204,Dan Gadzuric,2003,2012,2010,6749260
2205,Dan Gadzuric,2003,2012,2011,7248325
2206,Dan Godfread,1991,1992,1992,100000
2207,Dan Langhi,2001,2004,2001,316969
2208,Dan Langhi,2001,2004,2002,465850
2209,Dan Langhi,2001,2004,2003,587435
2210,Dan Langhi,2001,2004,2004,72843530943
2211,Dan O'Sullivan,1991,1996,1993,140000
2212,Daniel Ewing,2006,2007,2006,450000
2213,Daniel Ewing,2006,2007,2007,664209
2214,Daniel Gibson,2007,2013,2007,412718
2215,Daniel Gibson,2007,2013,2008,687456
2216,Daniel Gibson,2007,2013,2009,3700000
2217,Daniel Gibson,2007,2013,2010,4088500
2218,Daniel Gibson,2007,2013,2011,4015334
2219,Daniel Gibson,2007,2013,2012,4403834
2220,Daniel Gibson,2007,2013,2013,4792332
2221,Daniel Ochefu,2017,2017,2017,543471
2222,Daniel Orton,2012,2014,2011,1028400
2223,Daniel Orton,2012,2014,2012,1105560
2224,Daniel Orton,2012,2014,2013,757712
2225,Daniel Orton,2012,2014,2014,201839
2226,Daniel Santiago,2001,2005,2001,316969
2227,Daniel Santiago,2001,2005,2002,465850
2228,Daniel Santiago,2001,2005,2004,1200000
2229,Daniel Santiago,2001,2005,2005,1320000
2230,Danilo Gallinari,2009,2018,2009,2873520
2231,Danilo Gallinari,2009,2018,2010,3089040
2232,Danilo Gallinari,2009,2018,2011,3304560
2233,Danilo Gallinari,2009,2018,2012,4190182
2234,Danilo Gallinari,2009,2018,2013,9439000
2235,Danilo Gallinari,2009,2018,2014,10146925
2236,Danilo Gallinari,2009,2018,2015,10854850
2237,Danilo Gallinari,2009,2018,2016,14000000
2238,Danilo Gallinari,2009,2018,2017,15050000
2239,Danny Ferry,1991,2003,1991,2640000
2240,Danny Ferry,1991,2003,1992,2843000
2241,Danny Ferry,1991,2003,1993,3143000
2242,Danny Ferry,1991,2003,1994,3543000
2243,Danny Ferry,1991,2003,1995,4042000
2244,Danny Ferry,1991,2003,1996,4643000
2245,Danny Ferry,1991,2003,1997,4643000
2246,Danny Ferry,1991,2003,1998,4000000
2247,Danny Ferry,1991,2003,1999,4000000
2248,Danny Ferry,1991,2003,2000,4000000
2249,Danny Ferry,1991,2003,2001,1200000
2250,Danny Ferry,1991,2003,2002,1000000
2251,Danny Ferry,1991,2003,2003,4546000
2252,Danny Fortson,1998,2007,1998,1291440
2253,Danny Fortson,1998,2007,1999,1485000
2254,Danny Fortson,1998,2007,2000,1678800
2255,Danny Fortson,1998,2007,2001,3950000
2256,Danny Fortson,1998,2007,2002,4649534
2257,Danny Fortson,1998,2007,2003,5039068
2258,Danny Fortson,1998,2007,2004,5428602
2259,Danny Fortson,1998,2007,2005,5818136
2260,Danny Fortson,1998,2007,2006,6207670
2261,Danny Fortson,1998,2007,2007,6596990
2262,Danny Granger,2006,2015,2006,1318920
2263,Danny Granger,2006,2015,2007,1417800
2264,Danny Granger,2006,2015,2008,1516800
2265,Danny Granger,2006,2015,2009,2329805
2266,Danny Granger,2006,2015,2010,9930500
2267,Danny Granger,2006,2015,2011,10973202
2268,Danny Granger,2006,2015,2012,12015904
2269,Danny Granger,2006,2015,2013,13058606
2270,Danny Granger,2006,2015,2014,35745214021788
2271,Danny Granger,2006,2015,2015,2100000
2272,Danny Granger,2006,2015,2016,2100000
2273,Danny Green,2010,2018,2010,457588
2274,Danny Green,2010,2018,2011,94154
2275,Danny Green,2010,2018,2012,854389
2276,Danny Green,2010,2018,2013,3500000
2277,Danny Green,2010,2018,2014,3762500
2278,Danny Green,2010,2018,2015,4025000
2279,Danny Green,2010,2018,2016,10000000
2280,Danny Green,2010,2018,2017,10000000
2281,Dante Cunningham,2010,2018,2010,457588
2282,Dante Cunningham,2010,2018,2011,762195
2283,Dante Cunningham,2010,2018,2012,2000000
2284,Dante Cunningham,2010,2018,2013,2090000
2285,Dante Cunningham,2010,2018,2014,2180000
2286,Dante Cunningham,2010,2018,2015,831942
2287,Dante Cunningham,2010,2018,2016,2850000
2288,Dante Cunningham,2010,2018,2017,2978250
2289,Dante Exum,2015,2017,2015,3615000
2290,Dante Exum,2015,2017,2016,3777720
2291,Dante Exum,2015,2017,2017,3940320
2292,Danuel House,2017,2018,2017,543471
2293,Darington Hobson,2012,2012,2011,103078
2294,Darington Hobson,2012,2012,2012,245884
2295,Dario Saric,2017,2018,2017,2318280
2296,Darius Johnson-Odom,2013,2014,2013,192228
2297,Darius Johnson-Odom,2013,2014,2014,46404
2298,Darius Miles,2001,2009,2001,2841720
2299,Darius Miles,2001,2009,2002,3054840
2300,Darius Miles,2001,2009,2003,3267960
2301,Darius Miles,2001,2009,2004,4130701
2302,Darius Miles,2001,2009,2005,6750000
2303,Darius Miles,2001,2009,2006,7250000
2304,Darius Miles,2001,2009,2007,7750000
2305,Darius Miles,2001,2009,2008,8250000
2306,Darius Miles,2001,2009,2009,7047529000000
2307,Darius Miles,2001,2009,2010,9000000
2308,Darius Miller,2013,2018,2013,473604
2309,Darius Miller,2013,2018,2014,788872
2310,Darius Miller,2013,2018,2015,915243
2311,Darius Morris,2012,2015,2012,473604
2312,Darius Morris,2012,2015,2013,962195
2313,Darius Morris,2012,2015,2014,52017104034114438
2314,Darius Morris,2012,2015,2015,702156
2315,Darius Songaila,2004,2011,2004,366931
2316,Darius Songaila,2004,2011,2005,1600000
2317,Darius Songaila,2004,2011,2006,2200000
2318,Darius Songaila,2004,2011,2007,3650000
2319,Darius Songaila,2004,2011,2008,3942000
2320,Darius Songaila,2004,2011,2009,4235000
2321,Darius Songaila,2004,2011,2010,4526000
2322,Darius Songaila,2004,2011,2011,4818000
2323,Darius Washington,2008,2008,2008,154847
2324,Darko Milicic,2004,2013,2004,3595800
2325,Darko Milicic,2004,2013,2005,3865440
2326,Darko Milicic,2004,2013,2006,4135200
2327,Darko Milicic,2004,2013,2007,5218622
2328,Darko Milicic,2004,2013,2008,6500000
2329,Darko Milicic,2004,2013,2009,7020000
2330,Darko Milicic,2004,2013,2010,7500000
2331,Darko Milicic,2004,2013,2011,4325000
2332,Darko Milicic,2004,2013,2012,4776500
2333,Darko Milicic,2004,2013,2013,1590805228000
2334,Darnell Jackson,2009,2011,2009,450000
2335,Darnell Jackson,2009,2011,2010,736420
2336,Darnell Jackson,2009,2011,2011,854389
2337,Darnell Mee,1994,1995,1994,150000
2338,Darnell Mee,1994,1995,1995,250000
2339,Darrell Armstrong,1995,2008,1996,350000
2340,Darrell Armstrong,1995,2008,1997,410000
2341,Darrell Armstrong,1995,2008,1998,350000
2342,Darrell Armstrong,1995,2008,1999,2900000
2343,Darrell Armstrong,1995,2008,2000,4125000
2344,Darrell Armstrong,1995,2008,2001,3100000
2345,Darrell Armstrong,1995,2008,2002,4005000
2346,Darrell Armstrong,1995,2008,2003,4010000
2347,Darrell Armstrong,1995,2008,2004,2475000
2348,Darrell Armstrong,1995,2008,2005,2275000
2349,Darrell Armstrong,1995,2008,2006,1138500
2350,Darrell Armstrong,1995,2008,2007,1178348
2351,Darrell Armstrong,1995,2008,2008,1219590
2352,Darrell Arthur,2009,2018,2009,977160
2353,Darrell Arthur,2009,2018,2010,1050480
2354,Darrell Arthur,2009,2018,2011,1123680
2355,Darrell Arthur,2009,2018,2012,2027119
2356,Darrell Arthur,2009,2018,2013,3006217
2357,Darrell Arthur,2009,2018,2014,3231683
2358,Darrell Arthur,2009,2018,2015,3457149
2359,Darrell Arthur,2009,2018,2016,2814000
2360,Darrell Arthur,2009,2018,2017,8070175
2361,Darren Collison,2010,2018,2010,1266120
2362,Darren Collison,2010,2018,2011,1361040
2363,Darren Collison,2010,2018,2012,1455960
2364,Darren Collison,2010,2018,2013,2319344
2365,Darren Collison,2010,2018,2014,1900000
2366,Darren Collison,2010,2018,2015,4797664
2367,Darren Collison,2010,2018,2016,5013559
2368,Darren Collison,2010,2018,2017,5229454
2369,Darren Morningstar,1994,1994,1994,43000
2370,Darrin Hancock,1995,1997,1995,150000
2371,Darrin Hancock,1995,1997,1996,225000
2372,Darrin Hancock,1995,1997,1997,247500
2373,Darrun Hilliard,2016,2018,2016,600000
2374,Darrun Hilliard,2016,2018,2017,874636
2375,Darryl Watkins,2008,2012,2008,109461
2376,Darvin Ham,1997,2005,1997,220000
2377,Darvin Ham,1997,2005,1998,272250
2378,Darvin Ham,1997,2005,2000,460000
2379,Darvin Ham,1997,2005,2001,1700000
2380,Darvin Ham,1997,2005,2002,1760000
2381,Darvin Ham,1997,2005,2003,699935
2382,Darvin Ham,1997,2005,2004,813679
2383,Darvin Ham,1997,2005,2005,932546
2384,Dave Jamerson,1991,1994,1991,650000
2385,Dave Jamerson,1991,1994,1992,840000
2386,Dave Jamerson,1991,1994,1993,1034000
2387,Dave Jamerson,1991,1994,1994,780000
2388,Dave Jamerson,1991,1994,1995,104000
2389,Dave Johnson,1993,1994,1993,500000
2390,Dave Johnson,1993,1994,1994,650000
2391,Dave Johnson,1993,1994,1996,300000
2392,David Andersen,2010,2011,2010,2300000
2393,David Andersen,2010,2011,2011,2500000
2394,David Benoit,1992,2001,1992,230000
2395,David Benoit,1992,2001,1993,300000
2396,David Benoit,1992,2001,1994,810000
2397,David Benoit,1992,2001,1995,1000000
2398,David Benoit,1992,2001,1996,1200000
2399,David Benoit,1992,2001,1997,508000
2400,David Benoit,1992,2001,1998,609096
2401,David Benoit,1992,2001,2001,736000
2402,David Harrison,2005,2008,2005,835560
2403,David Harrison,2005,2008,2006,898200
2404,David Harrison,2005,2008,2007,960840
2405,David Harrison,2005,2008,2008,1734316
2406,David Lee,2006,2017,2006,861360
2407,David Lee,2006,2017,2007,926040
2408,David Lee,2006,2017,2008,990600
2409,David Lee,2006,2017,2009,1788033
2410,David Lee,2006,2017,2010,7000000
2411,David Lee,2006,2017,2011,10800000
2412,David Lee,2006,2017,2012,11610000
2413,David Lee,2006,2017,2013,12744000
2414,David Lee,2006,2017,2014,13878000
2415,David Lee,2006,2017,2015,15012000
2416,David Lee,2006,2017,2016,150351052085671
2417,David Lee,2006,2017,2017,1551659
2418,David Noel,2007,2007,2007,412718
2419,David Noel,2007,2007,2008,687456
2420,David Stockton,2015,2015,2015,29483
2421,David Vaughn,1996,1999,1996,534000
2422,David Vaughn,1996,1999,1997,614000
2423,David Vaughn,1996,1999,1998,693840
2424,David Vaughn,1996,1999,1999,450000
2425,David Wear,2015,2015,2015,41781
2426,David Wesley,1994,2007,1994,150000
2427,David Wesley,1994,2007,1995,250000
2428,David Wesley,1994,2007,1996,300000
2429,David Wesley,1994,2007,1997,350000
2430,David Wesley,1994,2007,1998,1800000
2431,David Wesley,1994,2007,1999,2160000
2432,David Wesley,1994,2007,2000,2520000
2433,David Wesley,1994,2007,2001,2880000
2434,David Wesley,1994,2007,2002,3240000
2435,David Wesley,1994,2007,2003,3600000
2436,David Wesley,1994,2007,2004,3960000
2437,David Wesley,1994,2007,2005,4455000
2438,David Wesley,1994,2007,2006,5070000
2439,David Wesley,1994,2007,2007,1750000
2440,David Wesley,1994,2007,2008,250000
2441,David West,2004,2018,2004,1160160
2442,David West,2004,2018,2005,1247160
2443,David West,2004,2018,2006,1334160
2444,David West,2004,2018,2007,2051938
2445,David West,2004,2018,2008,10650000
2446,David West,2004,2018,2009,9862500
2447,David West,2004,2018,2010,9075000
2448,David West,2004,2018,2011,8287500
2449,David West,2004,2018,2012,10000000
2450,David West,2004,2018,2013,10000000
2451,David West,2004,2018,2014,12000000
2452,David West,2004,2018,2015,12000000
2453,David West,2004,2018,2016,1499187
2454,David West,2004,2018,2017,1551659
2455,Davis Bertans,2017,2018,2017,543471
2456,DeAndre Jordan,2009,2018,2009,550000
2457,DeAndre Jordan,2009,2018,2010,736420
2458,DeAndre Jordan,2009,2018,2011,854389
2459,DeAndre Jordan,2009,2018,2012,10079404
2460,DeAndre Jordan,2009,2018,2013,10532977
2461,DeAndre Jordan,2009,2018,2014,10986550
2462,DeAndre Jordan,2009,2018,2015,11440123
2463,DeAndre Jordan,2009,2018,2016,19689000
2464,DeAndre Jordan,2009,2018,2017,21165675
2465,DeAndre Liggins,2012,2018,2012,473604
2466,DeAndre Liggins,2012,2018,2013,762195
2467,DeAndre Liggins,2012,2018,2014,104034
2468,DeAndre Liggins,2012,2018,2017,1015696
2469,DeJuan Blair,2010,2016,2010,850000
2470,DeJuan Blair,2010,2016,2011,918000
2471,DeJuan Blair,2010,2016,2012,986000
2472,DeJuan Blair,2010,2016,2013,1054000
2473,DeJuan Blair,2010,2016,2014,947907
2474,DeJuan Blair,2010,2016,2015,2000000
2475,DeJuan Blair,2010,2016,2016,2000000
2476,DeJuan Wheat,1998,1999,1998,20000242000
2477,DeJuan Wheat,1998,1999,1999,350000
2478,DeJuan Wheat,1998,1999,2000,460000
2479,DeMar DeRozan,2010,2018,2010,2282640
2480,DeMar DeRozan,2010,2018,2011,2453880
2481,DeMar DeRozan,2010,2018,2012,2625000
2482,DeMar DeRozan,2010,2018,2013,3344250
2483,DeMar DeRozan,2010,2018,2014,9500000
2484,DeMar DeRozan,2010,2018,2015,10000000
2485,DeMar DeRozan,2010,2018,2016,10050000
2486,DeMar DeRozan,2010,2018,2017,26540100
2487,DeMarco Johnson,2000,2000,2000,111871
2488,DeMarcus Cousins,2011,2018,2011,3374640
2489,DeMarcus Cousins,2011,2018,2012,3627720
2490,DeMarcus Cousins,2011,2018,2013,3880800
2491,DeMarcus Cousins,2011,2018,2014,4916974
2492,DeMarcus Cousins,2011,2018,2015,14746000
2493,DeMarcus Cousins,2011,2018,2016,15851950
2494,DeMarcus Cousins,2011,2018,2017,16957900
2495,DeMarcus Nelson,2009,2009,2009,182047
2496,DeMarre Carroll,2010,2018,2010,1009680
2497,DeMarre Carroll,2010,2018,2011,1085400
2498,DeMarre Carroll,2010,2018,2012,2893821161120544331
2499,DeMarre Carroll,2010,2018,2013,885120
2500,DeMarre Carroll,2010,2018,2014,2557545
2501,DeMarre Carroll,2010,2018,2015,2500000
2502,DeMarre Carroll,2010,2018,2016,13600000
2503,DeMarre Carroll,2010,2018,2017,14200000
2504,DeQuan Jones,2013,2013,2013,473504
2505,DeSagana Diop,2002,2013,2002,1842480
2506,DeSagana Diop,2002,2013,2003,1980600
2507,DeSagana Diop,2002,2013,2004,2118840
2508,DeSagana Diop,2002,2013,2005,2695164
2509,DeSagana Diop,2002,2013,2006,1850000
2510,DeSagana Diop,2002,2013,2007,1998000
2511,DeSagana Diop,2002,2013,2008,2146000
2512,DeSagana Diop,2002,2013,2009,5585000
2513,DeSagana Diop,2002,2013,2010,6031800
2514,DeSagana Diop,2002,2013,2011,6478600
2515,DeSagana Diop,2002,2013,2012,6925400
2516,DeSagana Diop,2002,2013,2013,7372200
2517,DeShawn Stevenson,2001,2013,2001,828120
2518,DeShawn Stevenson,2001,2013,2002,890280
2519,DeShawn Stevenson,2001,2013,2003,952320
2520,DeShawn Stevenson,2001,2013,2004,1616087
2521,DeShawn Stevenson,2001,2013,2005,2500000
2522,DeShawn Stevenson,2001,2013,2006,2750000
2523,DeShawn Stevenson,2001,2013,2007,932015
2524,DeShawn Stevenson,2001,2013,2008,1033930
2525,DeShawn Stevenson,2001,2013,2009,3616072
2526,DeShawn Stevenson,2001,2013,2010,3886928
2527,DeShawn Stevenson,2001,2013,2011,4151786
2528,DeShawn Stevenson,2001,2013,2012,2500000
2529,DeShawn Stevenson,2001,2013,2013,2240450
2530,Dean Garrett,1997,2002,1997,247500
2531,Dean Garrett,1997,2002,1998,1800000
2532,Dean Garrett,1997,2002,1999,2160000
2533,Dean Garrett,1997,2002,2000,2520000
2534,Dean Garrett,1997,2002,2001,2880000
2535,Dean Garrett,1997,2002,2002,3240000
2536,Dean Oliver,2002,2003,2002,332817
2537,Dean Oliver,2002,2003,2003,118735
2538,Dedric Willoughby,2000,2000,2000,134956
2539,Dell Demps,1994,1997,1996,225000
2540,Delon Wright,2016,2018,2016,1509360
2541,Delon Wright,2016,2018,2017,1577280
2542,Delonte West,2005,2012,2005,939480
2543,Delonte West,2005,2012,2006,1010040
2544,Delonte West,2005,2012,2007,1080480
2545,Delonte West,2005,2012,2008,1889760
2546,Delonte West,2005,2012,2009,3850000
2547,Delonte West,2005,2012,2010,4254250
2548,Delonte West,2005,2012,2011,1069509
2549,Delonte West,2005,2012,2012,1146337
2550,Delonte West,2005,2012,2013,992680
2551,Demetris Nichols,2008,2009,2008,427163
2552,Demetris Nichols,2008,2009,2009,87893
2553,Deng Gai,2006,2006,2006,92396
2554,Dennis Horner,2012,2012,2012,91642
2555,Dennis Schroder,2014,2018,2014,1617840
2556,Dennis Schroder,2014,2018,2015,1690680
2557,Dennis Schroder,2014,2018,2016,1763400
2558,Dennis Schroder,2014,2018,2017,2708582
2559,Dennis Scott,1991,2000,1991,1560000
2560,Dennis Scott,1991,2000,1992,1980000
2561,Dennis Scott,1991,2000,1993,2400000
2562,Dennis Scott,1991,2000,1994,2820000
2563,Dennis Scott,1991,2000,1995,3240000
2564,Dennis Scott,1991,2000,1996,3150000
2565,Dennis Scott,1991,2000,1997,3000000
2566,Dennis Scott,1991,2000,1998,2920000
2567,Dennis Scott,1991,2000,1999,1000000725000
2568,Dennis Scott,1991,2000,2000,1100000
2569,Dennis Scott,1991,2000,2001,1200000
2570,DerMarr Johnson,2001,2008,2001,2107200
2571,DerMarr Johnson,2001,2008,2002,2265240
2572,DerMarr Johnson,2001,2008,2003,2423280
2573,DerMarr Johnson,2001,2008,2005,745046
2574,DerMarr Johnson,2001,2008,2006,835810
2575,DerMarr Johnson,2001,2008,2007,865063
2576,DerMarr Johnson,2001,2008,2008,42203
2577,Derek Anderson,1998,2008,1998,1107240
2578,Derek Anderson,1998,2008,1999,1273000
2579,Derek Anderson,1998,2008,2000,1439400
2580,Derek Anderson,1998,2008,2001,2250000
2581,Derek Anderson,1998,2008,2002,6495000
2582,Derek Anderson,1998,2008,2003,7144500
2583,Derek Anderson,1998,2008,2004,7794000
2584,Derek Anderson,1998,2008,2005,8443500
2585,Derek Anderson,1998,2008,2006,16700009093000
2586,Derek Anderson,1998,2008,2007,9013979742500400000
2587,Derek Anderson,1998,2008,2008,1219590
2588,Derek Fisher,1997,2014,1997,612000
2589,Derek Fisher,1997,2014,1998,703200
2590,Derek Fisher,1997,2014,1999,795000
2591,Derek Fisher,1997,2014,2000,3000000
2592,Derek Fisher,1997,2014,2001,3380000
2593,Derek Fisher,1997,2014,2002,3000000
2594,Derek Fisher,1997,2014,2003,3000000
2595,Derek Fisher,1997,2014,2004,3000000
2596,Derek Fisher,1997,2014,2005,4903000
2597,Derek Fisher,1997,2014,2006,5393300
2598,Derek Fisher,1997,2014,2007,5883600
2599,Derek Fisher,1997,2014,2008,43500006373900
2600,Derek Fisher,1997,2014,2009,4700000
2601,Derek Fisher,1997,2014,2010,5048000
2602,Derek Fisher,1997,2014,2011,3700000
2603,Derek Fisher,1997,2014,2012,3400000
2604,Derek Fisher,1997,2014,2013,182942413608
2605,Derek Fisher,1997,2014,2014,1399507
2606,Derek Grimm,1998,1998,1998,242000
2607,Derek Hood,2000,2000,2000,49721
2608,Derek Strong,1992,2001,1992,130000
2609,Derek Strong,1992,2001,1994,420000
2610,Derek Strong,1992,2001,1995,500000
2611,Derek Strong,1992,2001,1996,1000000
2612,Derek Strong,1992,2001,1997,247500
2613,Derek Strong,1992,2001,1998,326700
2614,Derek Strong,1992,2001,1999,3000000
2615,Derek Strong,1992,2001,2000,3159000
2616,Derek Strong,1992,2001,2001,3510000
2617,Derek Strong,1992,2001,2002,3861000
2618,Derek Strong,1992,2001,2003,4212000
2619,Deron Williams,2006,2017,2006,3487400
2620,Deron Williams,2006,2017,2007,3749040
2621,Deron Williams,2006,2017,2008,4010640
2622,Deron Williams,2006,2017,2009,5069449
2623,Deron Williams,2006,2017,2010,12323900
2624,Deron Williams,2006,2017,2011,14940152
2625,Deron Williams,2006,2017,2012,16359805
2626,Deron Williams,2006,2017,2013,17177795
2627,Deron Williams,2006,2017,2014,18466130
2628,Deron Williams,2006,2017,2015,19754465
2629,Deron Williams,2006,2017,2016,132804245378974
2630,Deron Williams,2006,2017,2017,54747879000000
2631,Derrick Alston,1995,1997,1995,150000
2632,Derrick Alston,1995,1997,1996,350000
2633,Derrick Brown,2010,2012,2010,457588
2634,Derrick Brown,2010,2012,2011,762195
2635,Derrick Brown,2010,2012,2012,854389
2636,Derrick Caracter,2011,2011,2011,473604
2637,Derrick Caracter,2011,2011,2012,270427
2638,Derrick Coleman,1991,2005,1991,2100000
2639,Derrick Coleman,1991,2005,1992,2300000
2640,Derrick Coleman,1991,2005,1993,2870000
2641,Derrick Coleman,1991,2005,1994,3440000
2642,Derrick Coleman,1991,2005,1995,4212000
2643,Derrick Coleman,1991,2005,1996,5476000
2644,Derrick Coleman,1991,2005,1997,6739000
2645,Derrick Coleman,1991,2005,1998,8002800
2646,Derrick Coleman,1991,2005,1999,66670005600000
2647,Derrick Coleman,1991,2005,2000,7370000
2648,Derrick Coleman,1991,2005,2001,8000000
2649,Derrick Coleman,1991,2005,2002,8710000
2650,Derrick Coleman,1991,2005,2003,9380000
2651,Derrick Coleman,1991,2005,2004,4000000
2652,Derrick Coleman,1991,2005,2005,4500000
2653,Derrick Coleman,1991,2005,2006,2000000
2654,Derrick Dial,2000,2004,2000,301875
2655,Derrick Dial,2000,2004,2001,423500
2656,Derrick Dial,2000,2004,2002,540850
2657,Derrick Dial,2000,2004,2004,32375
2658,Derrick Favors,2011,2018,2011,4133280
2659,Derrick Favors,2011,2018,2012,4443360
2660,Derrick Favors,2011,2018,2013,4753320
2661,Derrick Favors,2011,2018,2014,6008196
2662,Derrick Favors,2011,2018,2015,12950000
2663,Derrick Favors,2011,2018,2016,12000000
2664,Derrick Favors,2011,2018,2017,11050000
2665,Derrick Jones,2017,2018,2017,543471
2666,Derrick Phelps,1995,1995,1996,225000
2667,Derrick Rose,2009,2018,2009,4822800
2668,Derrick Rose,2009,2018,2010,5184480
2669,Derrick Rose,2009,2018,2011,5546160
2670,Derrick Rose,2009,2018,2012,6993708
2671,Derrick Rose,2009,2018,2013,16402500
2672,Derrick Rose,2009,2018,2014,17632688
2673,Derrick Rose,2009,2018,2015,18862876
2674,Derrick Rose,2009,2018,2016,20093064
2675,Derrick Rose,2009,2018,2017,21323252
2676,Derrick Williams,2012,2017,2012,4602720
2677,Derrick Williams,2012,2017,2013,4947840
2678,Derrick Williams,2012,2017,2014,5293080
2679,Derrick Williams,2012,2017,2015,6679867
2680,Derrick Williams,2012,2017,2016,4400000
2681,Derrick Williams,2012,2017,2017,4598000
2682,Desmon Farmer,2007,2009,2007,275404
2683,Desmon Farmer,2007,2009,2009,83708
2684,Desmond Mason,2001,2010,2001,1074720
2685,Desmond Mason,2001,2010,2002,1155240
2686,Desmond Mason,2001,2010,2003,1235880
2687,Desmond Mason,2001,2010,2004,1898312
2688,Desmond Mason,2001,2010,2005,6529630
2689,Desmond Mason,2001,2010,2006,7333333
2690,Desmond Mason,2001,2010,2007,8037037
2691,Desmond Mason,2001,2010,2008,5000000
2692,Desmond Mason,2001,2010,2009,5300000
2693,Desmond Mason,2001,2010,2010,76850
2694,Devean George,2000,2010,2000,790440
2695,Devean George,2000,2010,2001,849720
2696,Devean George,2000,2010,2002,834250
2697,Devean George,2000,2010,2003,4546000
2698,Devean George,2000,2010,2004,4546000
2699,Devean George,2000,2010,2005,4546000
2700,Devean George,2000,2010,2006,5000600
2701,Devean George,2000,2010,2007,1974259
2702,Devean George,2000,2010,2008,2369111
2703,Devean George,2000,2010,2009,1600000
2704,Devean George,2000,2010,2010,1600000
2705,Devin Booker,2016,2018,2016,2127840
2706,Devin Booker,2016,2018,2017,2223600
2707,Devin Brown,2003,2010,2003,34946
2708,Devin Brown,2003,2010,2004,563679
2709,Devin Brown,2003,2010,2005,695046
2710,Devin Brown,2003,2010,2006,2500000
2711,Devin Brown,2003,2010,2007,500000564518
2712,Devin Brown,2003,2010,2008,1200000
2713,Devin Brown,2003,2010,2009,998398
2714,Devin Brown,2003,2010,2010,1100000
2715,Devin Ebanks,2011,2013,2011,473604
2716,Devin Ebanks,2011,2013,2012,762195
2717,Devin Ebanks,2011,2013,2013,1054389
2718,Devin Gray,1997,2000,1997,150200
2719,Devin Gray,1997,2000,2000,88223
2720,Devin Green,2006,2006,2006,398762
2721,Devin Harris,2005,2018,2005,2741880
2722,Devin Harris,2005,2018,2006,2947440
2723,Devin Harris,2005,2018,2007,3153120
2724,Devin Harris,2005,2018,2008,3995003
2725,Devin Harris,2005,2018,2009,7800000
2726,Devin Harris,2005,2018,2010,8400000
2727,Devin Harris,2005,2018,2011,8981000
2728,Devin Harris,2005,2018,2012,9319000
2729,Devin Harris,2005,2018,2013,8500000
2730,Devin Harris,2005,2018,2014,1272279
2731,Devin Harris,2005,2018,2015,3878896
2732,Devin Harris,2005,2018,2016,4053446
2733,Devin Harris,2005,2018,2017,4227996
2734,Devyn Marble,2015,2016,2015,884879
2735,Devyn Marble,2015,2016,2016,845059
2736,Dewayne Dedmon,2014,2018,2014,4901857668147054
2737,Dewayne Dedmon,2014,2018,2015,816482
2738,Dewayne Dedmon,2014,2018,2016,947276
2739,Dewayne Dedmon,2014,2018,2017,2898000
2740,Dexter Cambridge,1993,1993,1993,150000
2741,Dexter Pittman,2011,2014,2011,473604
2742,Dexter Pittman,2011,2014,2012,762195
2743,Dexter Pittman,2011,2014,2013,854389
2744,Dexter Pittman,2011,2014,2014,3233353888
2745,Diante Garrett,2013,2014,2013,473604
2746,Diante Garrett,2013,2014,2014,719266
2747,Dijon Thompson,2006,2007,2006,398762
2748,Dijon Thompson,2006,2007,2007,89101
2749,Dikembe Mutombo,1992,2009,1992,2005000
2750,Dikembe Mutombo,1992,2009,1993,2400000
2751,Dikembe Mutombo,1992,2009,1994,3000000
2752,Dikembe Mutombo,1992,2009,1995,3100000
2753,Dikembe Mutombo,1992,2009,1996,3250000
2754,Dikembe Mutombo,1992,2009,1997,8013000
2755,Dikembe Mutombo,1992,2009,1998,9615187
2756,Dikembe Mutombo,1992,2009,1999,11218000
2757,Dikembe Mutombo,1992,2009,2000,12820249
2758,Dikembe Mutombo,1992,2009,2001,14400000
2759,Dikembe Mutombo,1992,2009,2002,14315790
2760,Dikembe Mutombo,1992,2009,2003,16105264
2761,Dikembe Mutombo,1992,2009,2004,136266244087667
2762,Dikembe Mutombo,1992,2009,2005,149892854496434
2763,Dikembe Mutombo,1992,2009,2006,2000000
2764,Dikembe Mutombo,1992,2009,2007,2210000
2765,Dikembe Mutombo,1992,2009,2008,1219590
2766,Dikembe Mutombo,1992,2009,2009,794491
2767,Dino Radja,1994,1997,1993,711000
2768,Dino Radja,1994,1997,1994,1650000
2769,Dino Radja,1994,1997,1995,2145000
2770,Dino Radja,1994,1997,1996,2640000
2771,Dino Radja,1994,1997,1997,5313000
2772,Dino Radja,1994,1997,1998,2500000
2773,Dino Radja,1994,1997,1999,2500000
2774,Dino Radja,1994,1997,2000,2270500
2775,Dion Glover,2000,2005,2000,893400
2776,Dion Glover,2000,2005,2001,960480
2777,Dion Glover,2000,2005,2002,1027440
2778,Dion Glover,2000,2005,2003,1584312
2779,Dion Glover,2000,2005,2004,1000000
2780,Dion Glover,2000,2005,2006,163085
2781,Dion Waiters,2013,2018,2013,3726600
2782,Dion Waiters,2013,2018,2014,3894240
2783,Dion Waiters,2013,2018,2015,4602000
2784,Dion Waiters,2013,2018,2016,5138430
2785,Dion Waiters,2013,2018,2017,2898000
2786,Dionte Christmas,2014,2014,2013,236800
2787,Dionte Christmas,2014,2014,2014,490180
