Player,Year,Team, Salary 
Antawn Jamison,2014,Atlanta Hawks,"  1,399,507 "
Jared Cunningham,2014,Atlanta Hawks,"  1,208,400 "
Pero Antic,2014,Atlanta Hawks,"  1,200,000 "
Shelvin Mack,2014,Atlanta Hawks,"  884,293 "
Cartier Martin,2014,Atlanta Hawks,"  876,332 "
Mike Scott,2014,Atlanta Hawks,"  778,872 "
James Nunnally,2014,Atlanta Hawks,"  57,668 "
Jared Sullinger,2014,Boston Celtics,"  1,365,720 "
Kelly Olynyk,2014,Boston Celtics,"  1,986,360 "
Vitor Faverani,2014,Boston Celtics,"  2,000,000 "
Avery Bradley,2014,Boston Celtics,"  2,511,432 "
Jerryd Bayless,2014,Boston Celtics,"  3,135,000 "
Joel Anthony,2014,Boston Celtics,"  3,800,000 "
Anthony Tolliver,2014,Charlotte Bobcats,"  1,027,424 "
Keith Bogans,2014,Boston Celtics,"  5,058,198 "
Jeff Green,2014,Boston Celtics,"  8,700,000 "
Gerald Wallace,2014,Boston Celtics,"  10,105,855 "
Rajon Rondo,2014,Boston Celtics,"  12,000,000 "
Kris Humphries,2014,Boston Celtics,"  12,000,000 "
Dexter Pittman,2014,Atlanta Hawks,"  53,888 "
Mike Muscala,2014,Atlanta Hawks,"  57,668 "
Brandon Bass,2014,Boston Celtics,"  6,450,000 "
Anthony Randolph,2014,Denver Nuggets,"  1,750,000 "
Jeff Taylor,2014,Charlotte Bobcats,"  788,872 "
D.J. White,2014,Charlotte Bobcats,"  163,179 "
Matthew Dellavedova,2014,Cleveland Cavaliers,"  490,180 "
Arinze Onuaku,2014,Cleveland Cavaliers,"  57,668 "
Seth Curry,2014,Cleveland Cavaliers,"  28,834 "
Shane Edwards,2014,Cleveland Cavaliers,"  28,834 "
Dirk Nowitzki,2014,Dallas Mavericks,"  22,721,381 "
Shawn Marion,2014,Dallas Mavericks,"  9,316,796 "
Monta Ellis,2014,Dallas Mavericks,"  8,000,000 "
Brendan Haywood,2014,Dallas Mavericks,"  7,073,500 "
Jose Calderon,2014,Dallas Mavericks,"  6,791,570 "
Brandan Wright,2014,Dallas Mavericks,"  5,000,000 "
Samuel Dalembert,2014,Dallas Mavericks,"  3,700,748 "
Vince Carter,2014,Dallas Mavericks,"  3,180,000 "
Wayne Ellington,2014,Dallas Mavericks,"  2,652,000 "
Shane Larkin,2014,Dallas Mavericks,"  1,536,960 "
Carrick Felix,2014,Cleveland Cavaliers,"  510,000 "
Devin Harris,2014,Dallas Mavericks,"  1,272,279 "
Bernard James,2014,Dallas Mavericks,"  788,872 "
Jae Crowder,2014,Dallas Mavericks,"  788,872 "
Ricky Ledo,2014,Dallas Mavericks,"  550,000 "
Gal Mekel,2014,Dallas Mavericks,"  490,180 "
Ty Lawson,2014,Denver Nuggets,"  10,786,517 "
JaVale McGee,2014,Denver Nuggets,"  10,750,000 "
Danilo Gallinari,2014,Denver Nuggets,"  10,146,925 "
Wilson Chandler,2014,Denver Nuggets,"  6,344,164 "
J.J. Hickson,2014,Denver Nuggets,"  5,150,000 "
Chris Andersen,2014,Denver Nuggets,"  4,818,000 "
Timofey Mozgov,2014,Denver Nuggets,"  4,400,000 "
Jan Vesely,2014,Denver Nuggets,"  3,524,880 "
Darrell Arthur,2014,Denver Nuggets,"  3,231,683 "
Randy Foye,2014,Denver Nuggets,"  3,000,000 "
DeJuan Blair,2014,Dallas Mavericks,"  947,907 "
Scotty Hopson,2014,Cleveland Cavaliers,"  1,388,400 "
Sergey Karasev,2014,Cleveland Cavaliers,"  1,467,840 "
Tyler Zeller,2014,Cleveland Cavaliers,"  1,633,440 "
James Southerland,2014,Charlotte Bobcats,"  123,987 "
Justin Hamilton,2014,Charlotte Bobcats,"  28,834 "
Derrick Rose,2014,Chicago Bulls,"  17,632,688 "
Carlos Boozer,2014,Chicago Bulls,"  15,300,000 "
Joakim Noah,2014,Chicago Bulls,"  11,100,000 "
Taj Gibson,2014,Chicago Bulls,"  7,550,000 "
Andrew Bynum,2014,Chicago Bulls,"  6,000,000 "
Kirk Hinrich,2014,Chicago Bulls,"  4,059,000 "
Mike Dunleavy,2014,Chicago Bulls,"  3,183,000 "
Tony Snell,2014,Chicago Bulls,"  1,409,040 "
Nazr Mohammed,2014,Chicago Bulls,"  1,399,507 "
Jimmy Butler,2014,Chicago Bulls,"  1,174,080 "
Tornike Shengelia,2014,Chicago Bulls,"  788,872 "
Mike James,2014,Chicago Bulls,"  535,106 "
Erik Murphy,2014,Chicago Bulls,"  449,812 "
Jimmer Fredette,2014,Chicago Bulls,"  239,279 "
Cartier Martin,2014,Chicago Bulls,"  120,873 "
C.J. Miles,2014,Cleveland Cavaliers,"  2,225,000 "
Alonzo Gee,2014,Cleveland Cavaliers,"  3,250,000 "
Dion Waiters,2014,Cleveland Cavaliers,"  3,894,240 "
Tristan Thompson,2014,Cleveland Cavaliers,"  4,285,560 "
Anthony Bennett,2014,Cleveland Cavaliers,"  5,324,280 "
Kyrie Irving,2014,Cleveland Cavaliers,"  5,915,880 "
Chris Douglas-Roberts,2014,Charlotte Bobcats,"  684,380 "
Jarrett Jack,2014,Cleveland Cavaliers,"  6,300,000 "
Anderson Varejao,2014,Cleveland Cavaliers,"  9,036,364 "
Luol Deng,2014,Cleveland Cavaliers,"  14,275,000 "
Greg Smith,2014,Chicago Bulls,"  15,605 "
Jarvis Varnado,2014,Chicago Bulls,"  46,404 "
Lou Amundson,2014,Chicago Bulls,"  48,854 "
Ronnie Brewer,2014,Chicago Bulls,"  69,792 "
Spencer Hawes,2014,Cleveland Cavaliers,"  6,500,000 "
James Jones,2014,Miami Heat,"  1,500,000 "
D.J. Augustin,2014,Chicago Bulls,"  755,459 "
Rashard Lewis,2014,Miami Heat,"  1,399,507 "
Meyers Leonard,2014,Portland Trailblazers,"  2,222,160 "
Earl Watson,2014,Portland Trailblazers,"  1,399,507 "
Victor Claver,2014,Portland Trailblazers,"  1,330,000 "
Allen Crabbe,2014,Portland Trailblazers,"  825,000 "
Will Barton,2014,Portland Trailblazers,"  788,872 "
Rudy Gay,2014,Sacramento Kings,"  17,888,932 "
Carl Landry,2014,Sacramento Kings,"  6,500,000 "
Jason Thompson,2014,Sacramento Kings,"  5,643,750 "
Jason Terry,2014,Sacramento Kings,"  5,625,313 "
Derrick Williams,2014,Sacramento Kings,"  5,293,080 "
DeMarcus Cousins,2014,Sacramento Kings,"  4,916,974 "
Travis Outlaw,2014,Sacramento Kings,"  3,000,000 "
Ben McLemore,2014,Sacramento Kings,"  2,895,960 "
Aaron Gray,2014,Sacramento Kings,"  2,690,875 "
C.J. McCollum,2014,Portland Trailblazers,"  2,316,720 "
Jimmer Fredette,2014,Sacramento Kings,"  2,574,120 "
Roger Mason,2014,Sacramento Kings,"  1,272,279 "
Isaiah Thomas,2014,Sacramento Kings,"  884,293 "
Quincy Acy,2014,Sacramento Kings,"  788,872 "
Ray McCallum,2014,Sacramento Kings,"  524,616 "
Hamady N'Diaye,2014,Sacramento Kings,"  364,121 "
Orlando Johnson,2014,Sacramento Kings,"  92,808 "
Willie Reed,2014,Sacramento Kings,"  92,808 "
Jared Cunningham,2014,Sacramento Kings,"  78,887 "
Royce White,2014,Sacramento Kings,"  57,668 "
Tony Parker,2014,San Antonio Spurs,"  12,500,000 "
Tim Duncan,2014,San Antonio Spurs,"  10,361,446 "
Tiago Splitter,2014,San Antonio Spurs,"  10,000,000 "
Manu Ginobili,2014,San Antonio Spurs,"  7,500,000 "
Boris Diaw,2014,San Antonio Spurs,"  4,702,500 "
Reggie Evans,2014,Sacramento Kings,"  1,695,636 "
Mo Williams,2014,Portland Trailblazers,"  2,652,000 "
Joel Freeland,2014,Portland Trailblazers,"  2,897,976 "
Dorell Wright,2014,Portland Trailblazers,"  3,000,000 "
Darius Morris,2014,Philadelphia 76ers,"  114,438 "
Casper Ware,2014,Philadelphia 76ers,"  69,202 "
Dewayne Dedmon,2014,Philadelphia 76ers,"  57,668 "
James Nunnally,2014,Philadelphia 76ers,"  57,668 "
Darius Johnson-Odom,2014,Philadelphia 76ers,"  46,404 "
Adonis Thomas,2014,Philadelphia 76ers,"  28,834 "
Emeka Okafor,2014,Phoenix Suns,"  14,487,500 "
Goran Dragic,2014,Phoenix Suns,"  7,500,000 "
Josh Childress,2014,Phoenix Suns,"  7,182,500 "
Channing Frye,2014,Phoenix Suns,"  6,400,000 "
Michael Beasley,2014,Phoenix Suns,"  6,000,000 "
Gerald Green,2014,Phoenix Suns,"  3,500,000 "
Alex Len,2014,Phoenix Suns,"  3,492,720 "
Eric Bledsoe,2014,Phoenix Suns,"  2,626,473 "
Markieff Morris,2014,Phoenix Suns,"  2,207,040 "
Marcus Morris,2014,Phoenix Suns,"  2,096,760 "
Sasha Kravtsov,2014,Phoenix Suns,"  1,500,000 "
Damian Lillard,2014,Portland Trailblazers,"  3,202,920 "
Thomas Robinson,2014,Portland Trailblazers,"  3,526,440 "
Robin Lopez,2014,Portland Trailblazers,"  5,904,261 "
Wesley Matthews,2014,Portland Trailblazers,"  6,875,480 "
Nicolas Batum,2014,Portland Trailblazers,"  11,295,250 "
LaMarcus Aldridge,2014,Portland Trailblazers,"  14,878,000 "
Matt Bonner,2014,San Antonio Spurs,"  3,945,000 "
Brandon Roy,2014,Portland Trailblazers,"  17,779,458 "
Dionte Christmas,2014,Phoenix Suns,"  490,180 "
Leandro Barbosa,2014,Phoenix Suns,"  815,007 "
P.J. Tucker,2014,Phoenix Suns,"  884,293 "
Ish Smith,2014,Phoenix Suns,"  916,099 "
Archie Goodwin,2014,Phoenix Suns,"  1,064,400 "
Miles Plumlee,2014,Phoenix Suns,"  1,121,520 "
Shavlik Randolph,2014,Phoenix Suns,"  306,037 "
Daniel Orton,2014,Philadelphia 76ers,"  201,839 "
Marco Belinelli,2014,San Antonio Spurs,"  2,750,000 "
Jeff Ayres,2014,San Antonio Spurs,"  1,750,000 "
Alec Burks,2014,Utah Jazz,"  2,323,200 "
Jeremy Evans,2014,Utah Jazz,"  1,660,257 "
John Lucas III,2014,Utah Jazz,"  1,600,000 "
Rudy Gobert,2014,Utah Jazz,"  1,078,800 "
Diante Garrett,2014,Utah Jazz,"  719,266 "
Ian Clark,2014,Utah Jazz,"  490,180 "
Malcolm Thomas,2014,Utah Jazz,"  441,883 "
Mike Harris,2014,Utah Jazz,"  377,217 "
Jamaal Tinsley,2014,Utah Jazz,"  115,286 "
Erik Murphy,2014,Utah Jazz,"  34,601 "
Nene Hilario,2014,Washington Wizards,"  13,000,000 "
Andray Blatche,2014,Washington Wizards,"  7,794,921 "
Marcin Gortat,2014,Washington Wizards,"  7,727,280 "
Trevor Ariza,2014,Washington Wizards,"  7,727,280 "
Trey Burke,2014,Utah Jazz,"  2,438,760 "
John Wall,2014,Washington Wizards,"  7,459,925 "
Andre Miller,2014,Washington Wizards,"  5,000,000 "
Bradley Beal,2014,Washington Wizards,"  4,319,280 "
Otto Porter,2014,Washington Wizards,"  4,278,000 "
Shannon Brown,2014,Washington Wizards,"  3,500,000 "
Kevin Seraphin,2014,Washington Wizards,"  2,761,114 "
Trevor Booker,2014,Washington Wizards,"  2,350,820 "
Kendall Marshall,2014,Washington Wizards,"  2,005,560 "
Chris Singleton,2014,Washington Wizards,"  1,707,720 "
Al Harrington,2014,Washington Wizards,"  1,399,507 "
Garrett Temple,2014,Washington Wizards,"  916,099 "
Malcolm Lee,2014,Washington Wizards,"  884,293 "
Glen Rice,2014,Washington Wizards,"  490,180 "
Drew Gooden,2014,Washington Wizards,"  411,620 "
Chris Andersen,2014,Miami Heat,"  1,399,507 "
Martell Webster,2014,Washington Wizards,"  5,150,000 "
Gordon Hayward,2014,Utah Jazz,"  3,452,183 "
Brandon Rush,2014,Utah Jazz,"  4,000,000 "
Enes Kanter,2014,Utah Jazz,"  4,753,320 "
Cory Joseph,2014,San Antonio Spurs,"  1,182,600 "
Patty Mills,2014,San Antonio Spurs,"  1,133,950 "
Austin Daye,2014,San Antonio Spurs,"  947,907 "
Aron Baynes,2014,San Antonio Spurs,"  788,872 "
Malcolm Thomas,2014,San Antonio Spurs,"  274,830 "
Shannon Brown,2014,San Antonio Spurs,"  139,583 "
Damion James,2014,San Antonio Spurs,"  75,443 "
Othyus Jeffers,2014,San Antonio Spurs,"  52,017 "
DeMar DeRozan,2014,Toronto Raptors,"  9,500,000 "
John Salmons,2014,Toronto Raptors,"  7,583,000 "
Amir Johnson,2014,Toronto Raptors,"  6,500,000 "
Landry Fields,2014,Toronto Raptors,"  6,250,000 "
Kyle Lowry,2014,Toronto Raptors,"  6,210,000 "
Chuck Hayes,2014,Toronto Raptors,"  5,722,500 "
Linas Kleiza,2014,Toronto Raptors,"  4,600,000 "
Jonas Valanciunas,2014,Toronto Raptors,"  3,880,800 "
Steve Novak,2014,Toronto Raptors,"  3,750,000 "
Derrick Favors,2014,Utah Jazz,"  6,008,196 "
Marvin Williams,2014,Utah Jazz,"  7,500,000 "
Andris Biedrins,2014,Utah Jazz,"  9,000,000 "
Richard Jefferson,2014,Utah Jazz,"  11,046,000 "
Dwight Buycks,2014,Toronto Raptors,"  700,000 "
Julyan Stone,2014,Toronto Raptors,"  884,293 "
Kawhi Leonard,2014,San Antonio Spurs,"  1,991,760 "
D.J. Augustin,2014,Toronto Raptors,"  1,267,000 "
Nando De Colo,2014,Toronto Raptors,"  1,463,000 "
Greivis Vasquez,2014,Toronto Raptors,"  2,150,188 "
Terrence Ross,2014,Toronto Raptors,"  2,678,640 "
Patrick Patterson,2014,Toronto Raptors,"  3,105,302 "
Tyler Hansbrough,2014,Toronto Raptors,"  3,183,000 "
Marcus Camby,2014,Toronto Raptors,"  3,383,773 "
Quentin Richardson,2014,Toronto Raptors,"  1,399,507 "
Jarvis Varnado,2014,Philadelphia 76ers,"  218,100 "
Danny Green,2014,San Antonio Spurs,"  3,762,500 "
Hollis Thompson,2014,Philadelphia 76ers,"  490,180 "
Ronny Turiaf,2014,Minnesota Timberwolves,"  1,500,000 "
Gorgui Dieng,2014,Minnesota Timberwolves,"  1,352,640 "
A.J. Price,2014,Minnesota Timberwolves,"  947,907 "
Robbie Hummel,2014,Minnesota Timberwolves,"  490,180 "
Othyus Jeffers,2014,Minnesota Timberwolves,"  46,816 "
Eric Gordon,2014,New Orleans Hornets,"  14,283,844 "
Tyreke Evans,2014,New Orleans Hornets,"  11,796,247 "
Jrue Holiday,2014,New Orleans Hornets,"  9,713,484 "
Ryan Anderson,2014,New Orleans Hornets,"  8,308,500 "
Anthony Davis,2014,New Orleans Hornets,"  5,375,760 "
Al-Farouq Aminu,2014,New Orleans Hornets,"  3,749,602 "
Greg Stiemsma,2014,New Orleans Hornets,"  2,676,000 "
Jason Smith,2014,New Orleans Hornets,"  2,500,000 "
Austin Rivers,2014,New Orleans Hornets,"  2,339,040 "
Anthony Morrow,2014,New Orleans Hornets,"  1,027,424 "
Brian Roberts,2014,New Orleans Hornets,"  788,872 "
Darius Miller,2014,New Orleans Hornets,"  788,872 "
Andrea Bargnani,2014,New York Knicks,"  11,862,500 "
Tyson Chandler,2014,New York Knicks,"  14,100,538 "
Carmelo Anthony,2014,New York Knicks,"  21,388,953 "
Amar'e Stoudemire,2014,New York Knicks,"  21,679,893 "
James Southerland,2014,New Orleans Hornets,"  17,300 "
Melvin Ely,2014,New Orleans Hornets,"  22,341 "
Dante Cunningham,2014,Minnesota Timberwolves,"  2,180,000 "
Arinze Onuaku,2014,New Orleans Hornets,"  40,368 "
Josh Childress,2014,New Orleans Hornets,"  216,354 "
Lou Amundson,2014,New Orleans Hornets,"  341,979 "
Luke Babbitt,2014,New Orleans Hornets,"  387,995 "
Jeff Withey,2014,New Orleans Hornets,"  490,180 "
Alexis Ajinca,2014,New Orleans Hornets,"  630,492 "
Tyshawn Taylor,2014,New Orleans Hornets,"  788,872 "
Lance Thomas,2014,New Orleans Hornets,"  72,924 "
J.R. Smith,2014,New York Knicks,"  5,565,000 "
Alexey Shved,2014,Minnesota Timberwolves,"  3,150,000 "
Corey Brewer,2014,Minnesota Timberwolves,"  4,500,000 "
Lorenzo Brown,2014,Philadelphia 76ers,"  426,745 "
Norris Cole,2014,Miami Heat,"  1,191,240 "
Michael Beasley,2014,Miami Heat,"  1,027,424 "
Greg Oden,2014,Miami Heat,"  947,907 "
DeAndre Liggins,2014,Miami Heat,"  104,034 "
Justin Hamilton,2014,Miami Heat,"  98,036 "
Caron Butler,2014,Milwaukee Bucks,"  8,000,000 "
O.J. Mayo,2014,Milwaukee Bucks,"  8,000,000 "
Ersan Ilyasova,2014,Milwaukee Bucks,"  7,900,000 "
Drew Gooden,2014,Milwaukee Bucks,"  6,687,400 "
Zaza Pachulia,2014,Milwaukee Bucks,"  5,200,000 "
Ramon Sessions,2014,Milwaukee Bucks,"  5,000,000 "
Ekpe Udoh,2014,Milwaukee Bucks,"  4,469,548 "
Carlos Delfino,2014,Milwaukee Bucks,"  3,250,000 "
Larry Sanders,2014,Milwaukee Bucks,"  3,053,368 "
Brandon Knight,2014,Milwaukee Bucks,"  2,947,800 "
John Henson,2014,Milwaukee Bucks,"  1,905,360 "
Luc Mbah a Moute,2014,Minnesota Timberwolves,"  4,588,384 "
J.J. Barea,2014,Minnesota Timberwolves,"  4,687,000 "
Chase Budinger,2014,Minnesota Timberwolves,"  5,000,000 "
Kevin Martin,2014,Minnesota Timberwolves,"  6,500,000 "
Nikola Pekovic,2014,Minnesota Timberwolves,"  12,100,000 "
Kevin Love,2014,Minnesota Timberwolves,"  14,693,906 "
Ricky Rubio,2014,Minnesota Timberwolves,"  4,002,120 "
Tony Mitchell,2014,Milwaukee Bucks,"  28,834 "
Chris Wright,2014,Milwaukee Bucks,"  102,089 "
Nate Wolters,2014,Milwaukee Bucks,"  490,180 "
Khris Middleton,2014,Milwaukee Bucks,"  788,872 "
Jeff Adrien,2014,Milwaukee Bucks,"  916,099 "
Miroslav Raduljica,2014,Milwaukee Bucks,"  1,500,000 "
Giannis Antetokounmpo,2014,Milwaukee Bucks,"  1,792,560 "
D.J. Stephens,2014,Milwaukee Bucks,"  28,834 "
Raymond Felton,2014,New York Knicks,"  3,637,073 "
Shabazz Muhammad,2014,Minnesota Timberwolves,"  1,887,120 "
Iman Shumpert,2014,New York Knicks,"  1,797,600 "
Glen Davis,2014,Orlando Magic,"  6,400,000 "
Hedo Turkoglu,2014,Orlando Magic,"  6,000,000 "
Victor Oladipo,2014,Orlando Magic,"  4,763,760 "
Quentin Richardson,2014,Orlando Magic,"  2,808,600 "
Jason Maxiell,2014,Orlando Magic,"  2,500,000 "
Nikola Vucevic,2014,Orlando Magic,"  1,892,280 "
Maurice Harkless,2014,Orlando Magic,"  1,809,840 "
Tobias Harris,2014,Orlando Magic,"  1,630,800 "
Andrew Nicholson,2014,Orlando Magic,"  1,482,000 "
Ronnie Price,2014,Orlando Magic,"  1,186,459 "
E'Twaun Moore,2014,Orlando Magic,"  884,293 "
Doron Lamb,2014,Orlando Magic,"  788,872 "
Kyle O'Quinn,2014,Orlando Magic,"  788,872 "
Solomon Jones,2014,Orlando Magic,"  467,604 "
Dewayne Dedmon,2014,Orlando Magic,"  147,054 "
Adonis Thomas,2014,Orlando Magic,"  57,668 "
Danny Granger,2014,Philadelphia 76ers,"  14,021,788 "
Elliot Williams,2014,Philadelphia 76ers,"  769,855 "
Henry Sims,2014,Philadelphia 76ers,"  788,872 "
James Anderson,2014,Philadelphia 76ers,"  916,099 "
Byron Mullens,2014,Philadelphia 76ers,"  947,907 "
Arnett Moultrie,2014,Philadelphia 76ers,"  1,089,240 "
Tony Wroten,2014,Philadelphia 76ers,"  1,160,040 "
Al Harrington,2014,Orlando Magic,"  7,148,600 "
Royce White,2014,Philadelphia 76ers,"  1,719,480 "
Michael Carter-Williams,2014,Philadelphia 76ers,"  2,200,920 "
Kwame Brown,2014,Philadelphia 76ers,"  3,000,000 "
Nerlens Noel,2014,Philadelphia 76ers,"  3,172,320 "
Earl Clark,2014,Philadelphia 76ers,"  4,250,000 "
Jason Richardson,2014,Philadelphia 76ers,"  6,204,250 "
Thaddeus Young,2014,Philadelphia 76ers,"  8,850,000 "
Eric Maynor,2014,Philadelphia 76ers,"  2,016,000 "
Arron Afflalo,2014,Orlando Magic,"  7,500,000 "
Brandon Davies,2014,Philadelphia 76ers,"  490,180 "
Jeremy Tyler,2014,New York Knicks,"  327,709 "
Pablo Prigioni,2014,New York Knicks,"  1,591,350 "
Metta World Peace,2014,New York Knicks,"  1,590,000 "
Kenyon Martin,2014,New York Knicks,"  1,399,507 "
Tim Hardaway,2014,New York Knicks,"  1,196,760 "
Cole Aldrich,2014,New York Knicks,"  916,099 "
Beno Udrih,2014,New York Knicks,"  883,111 "
Toure' Murry,2014,New York Knicks,"  490,180 "
Shannon Brown,2014,New York Knicks,"  341,979 "
Jameer Nelson,2014,Orlando Magic,"  8,600,000 "
Chris Smith,2014,New York Knicks,"  181,655 "
Earl Clark,2014,New York Knicks,"  111,518 "
Lamar Odom,2014,New York Knicks,"  8,232 "
Kevin Durant,2014,Oklahoma City Thunder,"  17,832,627 "
Serge Ibaka,2014,Oklahoma City Thunder,"  12,350,000 "
Kendrick Perkins,2014,Oklahoma City Thunder,"  8,727,437 "
Russell Westbrook,2014,Oklahoma City Thunder,"  14,693,906 "
Nick Collison,2014,Oklahoma City Thunder,"  2,585,668 "
Gilbert Arenas,2014,Orlando Magic,"  22,346,536 "
Grant Jerrett,2014,Oklahoma City Thunder,"  25,951 "
Mustafa Shakur,2014,Oklahoma City Thunder,"  52,017 "
Reggie Williams,2014,Oklahoma City Thunder,"  55,759 "
Thabo Sefolosha,2014,Oklahoma City Thunder,"  3,900,000 "
Caron Butler,2014,Oklahoma City Thunder,"  386,923 "
Perry Jones,2014,Oklahoma City Thunder,"  1,082,520 "
Royal Ivey,2014,Oklahoma City Thunder,"  74,840 "
Hasheem Thabeet,2014,Oklahoma City Thunder,"  1,200,000 "
Reggie Jackson,2014,Oklahoma City Thunder,"  1,329,720 "
Derek Fisher,2014,Oklahoma City Thunder,"  1,399,507 "
Steven Adams,2014,Oklahoma City Thunder,"  2,090,880 "
Jeremy Lamb,2014,Oklahoma City Thunder,"  2,111,160 "
Andre Roberson,2014,Oklahoma City Thunder,"  1,110,840 "
Clint Capela,2015,Houston Rockets,"  1,189,200 "
Ish Smith,2015,Houston Rockets,"  915,243 "
Josh Smith,2015,Houston Rockets,"  945,779 "
Joey Dorsey,2015,Houston Rockets,"  948,163 "
Jeff Adrien,2015,Houston Rockets,"  981,084 "
Donatas Motiejunas,2015,Houston Rockets,"  1,236,600 "
Lavoy Allen,2015,Indiana Pacers,"  948,163 "
Terrence Jones,2015,Houston Rockets,"  1,618,680 "
Pablo Prigioni,2015,Houston Rockets,"  1,662,961 "
Corey Brewer,2015,Houston Rockets,"  4,702,500 "
Kostas Papanikolaou,2015,Houston Rockets,"  4,797,664 "
Jason Terry,2015,Houston Rockets,"  5,450,000 "
Luis Scola,2015,Houston Rockets,"  6,541,037 "
Francisco Garcia,2015,Houston Rockets,"  1,316,809 "
Patrick Beverley,2015,Houston Rockets,"  915,243 "
Donald Sloan,2015,Indiana Pacers,"  948,163 "
Nick Johnson,2015,Houston Rockets,"  507,336 "
Trevor Ariza,2015,Houston Rockets,"  8,600,000 "
Damjan Rudez,2015,Indiana Pacers,"  1,100,000 "
Rodney Stuckey,2015,Indiana Pacers,"  1,227,985 "
Solomon Hill,2015,Indiana Pacers,"  1,302,840 "
C.J. Watson,2015,Indiana Pacers,"  2,077,000 "
Chris Copeland,2015,Indiana Pacers,"  3,130,000 "
K.J. McDaniels,2015,Houston Rockets,"  507,336 "
Ian Mahinmi,2015,Indiana Pacers,"  4,000,000 "
Luis Scola,2015,Indiana Pacers,"  4,500,000 "
George Hill,2015,Indiana Pacers,"  8,000,000 "
David West,2015,Indiana Pacers,"  12,000,000 "
Roy Hibbert,2015,Indiana Pacers,"  14,898,938 "
Paul George,2015,Indiana Pacers,"  15,800,000 "
Tarik Black,2015,Houston Rockets,"  176,075 "
C.J. Miles,2015,Indiana Pacers,"  4,205,000 "
James Harden,2015,Houston Rockets,"  14,728,844 "
David Lee,2015,Golden State Warriors,"  15,012,000 "
James Michael McAdoo,2015,Golden State Warriors,"  259,637 "
Josh Smith,2015,Detroit Pistons,"  14,000,000 "
Brandon Jennings,2015,Detroit Pistons,"  8,000,000 "
Tayshaun Prince,2015,Detroit Pistons,"  7,707,865 "
Jodie Meeks,2015,Detroit Pistons,"  6,000,000 "
Greg Monroe,2015,Detroit Pistons,"  5,479,933 "
Caron Butler,2015,Detroit Pistons,"  4,500,000 "
Joel Anthony,2015,Detroit Pistons,"  3,800,000 "
Anthony Tolliver,2015,Detroit Pistons,"  3,000,000 "
Kentavious Caldwell-Pope,2015,Detroit Pistons,"  2,772,480 "
Andre Drummond,2015,Detroit Pistons,"  2,568,360 "
Reggie Jackson,2015,Detroit Pistons,"  2,325,680 "
Aaron Gray,2015,Detroit Pistons,"  1,227,985 "
Cartier Martin,2015,Detroit Pistons,"  1,145,685 "
Spencer Dinwiddie,2015,Detroit Pistons,"  700,000 "
John Lucas III,2015,Detroit Pistons,"  527,311 "
Shawne Williams,2015,Detroit Pistons,"  361,172 "
